Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,1949.75390625
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.440000

Labels,
TIME,CH8
-2.33080625e-07,-8.71250000e-02
-2.32920625e-07,-1.28625000e-01
-2.32760625e-07,-1.14375000e-01
-2.32600625e-07,-1.00875000e-01
-2.32440625e-07,-1.12250000e-01
-2.32280625e-07,-9.72500000e-02
-2.32120625e-07,-8.02500000e-02
-2.31960625e-07,-1.08250000e-01
-2.31800625e-07,-1.29500000e-01
-2.31640625e-07,-1.01125000e-01
-2.31480625e-07,-7.53750000e-02
-2.31320625e-07,-8.37500000e-02
-2.31160625e-07,-9.07500000e-02
-2.31000625e-07,-8.53750000e-02
-2.30840625e-07,-7.68750000e-02
-2.30680625e-07,-6.10000000e-02
-2.30520625e-07,-7.03750000e-02
-2.30360625e-07,-1.15250000e-01
-2.30200625e-07,-1.18625000e-01
-2.30040625e-07,-8.43750000e-02
-2.29880625e-07,-1.06625000e-01
-2.29720625e-07,-1.35000000e-01
-2.29560625e-07,-8.80000000e-02
-2.29400625e-07,-6.82500000e-02
-2.29240625e-07,-1.16875000e-01
-2.29080625e-07,-1.06125000e-01
-2.28920625e-07,-5.48750000e-02
-2.28760625e-07,-8.60000000e-02
-2.28600625e-07,-1.34625000e-01
-2.28440625e-07,-1.06500000e-01
-2.28280625e-07,-7.46250000e-02
-2.28120625e-07,-9.03750000e-02
-2.27960625e-07,-9.96250000e-02
-2.27800625e-07,-9.03750000e-02
-2.27640625e-07,-9.25000000e-02
-2.27480625e-07,-1.00000000e-01
-2.27320625e-07,-1.06000000e-01
-2.27160625e-07,-1.11000000e-01
-2.27000625e-07,-9.42500000e-02
-2.26840625e-07,-7.03750000e-02
-2.26680625e-07,-8.56250000e-02
-2.26520625e-07,-1.09375000e-01
-2.26360625e-07,-8.85000000e-02
-2.26200625e-07,-7.55000000e-02
-2.26040625e-07,-1.04000000e-01
-2.25880625e-07,-9.56250000e-02
-2.25720625e-07,-5.33750000e-02
-2.25560625e-07,-7.43750000e-02
-2.25400625e-07,-1.28125000e-01
-2.25240625e-07,-1.19625000e-01
-2.25080625e-07,-7.93750000e-02
-2.24920625e-07,-7.46250000e-02
-2.24760625e-07,-9.26250000e-02
-2.24600625e-07,-9.73750000e-02
-2.24440625e-07,-8.71250000e-02
-2.24280625e-07,-8.70000000e-02
-2.24120625e-07,-1.03125000e-01
-2.23960625e-07,-1.01375000e-01
-2.23800625e-07,-7.87500000e-02
-2.23640625e-07,-7.81250000e-02
-2.23480625e-07,-9.92500000e-02
-2.23320625e-07,-9.86250000e-02
-2.23160625e-07,-7.13750000e-02
-2.23000625e-07,-6.28750000e-02
-2.22840625e-07,-9.83750000e-02
-2.22680625e-07,-1.23875000e-01
-2.22520625e-07,-9.21250000e-02
-2.22360625e-07,-6.95000000e-02
-2.22200625e-07,-1.02125000e-01
-2.22040625e-07,-1.10250000e-01
-2.21880625e-07,-7.68750000e-02
-2.21720625e-07,-8.68750000e-02
-2.21560625e-07,-1.19875000e-01
-2.21400625e-07,-1.06500000e-01
-2.21240625e-07,-8.65000000e-02
-2.21080625e-07,-9.53750000e-02
-2.20920625e-07,-9.98750000e-02
-2.20760625e-07,-9.72500000e-02
-2.20600625e-07,-9.60000000e-02
-2.20440625e-07,-8.38750000e-02
-2.20280625e-07,-7.72500000e-02
-2.20120625e-07,-8.60000000e-02
-2.19960625e-07,-8.70000000e-02
-2.19800625e-07,-8.51250000e-02
-2.19640625e-07,-9.82500000e-02
-2.19480625e-07,-1.03125000e-01
-2.19320625e-07,-8.38750000e-02
-2.19160625e-07,-8.01250000e-02
-2.19000625e-07,-1.10125000e-01
-2.18840625e-07,-1.22000000e-01
-2.18680625e-07,-9.86250000e-02
-2.18520625e-07,-1.00250000e-01
-2.18360625e-07,-1.27375000e-01
-2.18200625e-07,-1.14875000e-01
-2.18040625e-07,-8.53750000e-02
-2.17880625e-07,-9.78750000e-02
-2.17720625e-07,-1.13625000e-01
-2.17560625e-07,-9.46250000e-02
-2.17400625e-07,-8.45000000e-02
-2.17240625e-07,-9.51250000e-02
-2.17080625e-07,-9.41250000e-02
-2.16920625e-07,-9.63750000e-02
-2.16760625e-07,-1.13750000e-01
-2.16600625e-07,-1.14625000e-01
-2.16440625e-07,-1.07375000e-01
-2.16280625e-07,-1.15375000e-01
-2.16120625e-07,-1.08875000e-01
-2.15960625e-07,-9.30000000e-02
-2.15800625e-07,-1.09000000e-01
-2.15640625e-07,-1.17375000e-01
-2.15480625e-07,-8.53750000e-02
-2.15320625e-07,-7.67500000e-02
-2.15160625e-07,-9.53750000e-02
-2.15000625e-07,-7.85000000e-02
-2.14840625e-07,-6.55000000e-02
-2.14680625e-07,-1.01500000e-01
-2.14520625e-07,-1.15875000e-01
-2.14360625e-07,-8.57500000e-02
-2.14200625e-07,-8.08750000e-02
-2.14040625e-07,-1.06750000e-01
-2.13880625e-07,-1.19375000e-01
-2.13720625e-07,-1.16750000e-01
-2.13560625e-07,-1.01625000e-01
-2.13400625e-07,-8.07500000e-02
-2.13240625e-07,-8.36250000e-02
-2.13080625e-07,-9.65000000e-02
-2.12920625e-07,-8.27500000e-02
-2.12760625e-07,-7.45000000e-02
-2.12600625e-07,-1.03750000e-01
-2.12440625e-07,-1.16125000e-01
-2.12280625e-07,-8.05000000e-02
-2.12120625e-07,-6.72500000e-02
-2.11960625e-07,-1.09375000e-01
-2.11800625e-07,-1.25250000e-01
-2.11640625e-07,-7.91250000e-02
-2.11480625e-07,-5.77500000e-02
-2.11320625e-07,-9.80000000e-02
-2.11160625e-07,-1.24125000e-01
-2.11000625e-07,-1.08750000e-01
-2.10840625e-07,-9.87500000e-02
-2.10680625e-07,-9.62500000e-02
-2.10520625e-07,-8.80000000e-02
-2.10360625e-07,-1.00375000e-01
-2.10200625e-07,-1.21500000e-01
-2.10040625e-07,-1.16000000e-01
-2.09880625e-07,-1.07625000e-01
-2.09720625e-07,-1.10375000e-01
-2.09560625e-07,-9.31250000e-02
-2.09400625e-07,-7.90000000e-02
-2.09240625e-07,-1.03000000e-01
-2.09080625e-07,-1.13750000e-01
-2.08920625e-07,-8.66250000e-02
-2.08760625e-07,-8.21250000e-02
-2.08600625e-07,-9.61250000e-02
-2.08440625e-07,-8.17500000e-02
-2.08280625e-07,-8.50000000e-02
-2.08120625e-07,-1.18125000e-01
-2.07960625e-07,-9.87500000e-02
-2.07800625e-07,-5.83750000e-02
-2.07640625e-07,-8.67500000e-02
-2.07480625e-07,-1.16000000e-01
-2.07320625e-07,-8.66250000e-02
-2.07160625e-07,-7.73750000e-02
-2.07000625e-07,-9.71250000e-02
-2.06840625e-07,-8.93750000e-02
-2.06680625e-07,-8.90000000e-02
-2.06520625e-07,-1.05875000e-01
-2.06360625e-07,-8.62500000e-02
-2.06200625e-07,-6.56250000e-02
-2.06040625e-07,-8.93750000e-02
