Model,MSO68B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-10,,Sample Interval,1.60000000e-10
Record Length,13750,,Record Length,13750
Zero Index,7287.21484375,,Zero Index,7287.21484375
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,-2.580000,,yPosition,-3.620000

Labels,,
TIME,CH1,CH2
3.48285625e-07,2.54200313e+01,-3.33593750e-01
3.48445625e-07,2.54322500e+01,-3.03125000e-01
3.48605625e-07,2.54423125e+01,-2.95312500e-01
3.48765625e-07,2.54495000e+01,-2.96093750e-01
3.48925625e-07,2.54523750e+01,-2.60156250e-01
3.49085625e-07,2.54538125e+01,-2.65625000e-01
3.49245625e-07,2.54516562e+01,-2.76562500e-01
3.49405625e-07,2.54473437e+01,-2.21093750e-01
3.49565625e-07,2.54423125e+01,-1.92968750e-01
3.49725625e-07,2.54358437e+01,-2.86718750e-01
3.49885625e-07,2.54286562e+01,-3.78906250e-01
3.50045625e-07,2.54207500e+01,-3.71875000e-01
3.50205625e-07,2.54121250e+01,-2.57031250e-01
3.50365625e-07,2.54020625e+01,-1.74218750e-01
3.50525625e-07,2.53905625e+01,-1.68750000e-01
3.50685625e-07,2.53761875e+01,-2.59375000e-01
3.50845625e-07,2.53596563e+01,-3.17187500e-01
3.51005625e-07,2.53416875e+01,-2.91406250e-01
3.51165625e-07,2.53215625e+01,-2.74218750e-01
3.51325625e-07,2.53014375e+01,-2.24218750e-01
3.51485625e-07,2.52820312e+01,-1.81250000e-01
3.51645625e-07,2.52640625e+01,-1.92968750e-01
3.51805625e-07,2.52496875e+01,-2.39062500e-01
3.51965625e-07,2.52396250e+01,-2.46093750e-01
3.52125625e-07,2.52331563e+01,-2.55468750e-01
3.52285625e-07,2.52302812e+01,-3.71093750e-01
3.52445625e-07,2.52317187e+01,-4.35156250e-01
3.52605625e-07,2.52338750e+01,-3.32031250e-01
3.52765625e-07,2.52374687e+01,-2.31250000e-01
3.52925625e-07,2.52403438e+01,-2.51562500e-01
3.53085625e-07,2.52425000e+01,-2.76562500e-01
3.53245625e-07,2.52417812e+01,-2.44531250e-01
3.53405625e-07,2.52403438e+01,-2.92968750e-01
3.53565625e-07,2.52374687e+01,-3.79687500e-01
3.53725625e-07,2.52345937e+01,-2.98437500e-01
3.53885625e-07,2.52317187e+01,-2.13281250e-01
3.54045625e-07,2.52288437e+01,-2.21875000e-01
3.54205625e-07,2.52266875e+01,-2.32031250e-01
3.54365625e-07,2.52252500e+01,-1.67968750e-01
3.54525625e-07,2.52223750e+01,-9.45312500e-02
3.54685625e-07,2.52180625e+01,-1.63281250e-01
3.54845625e-07,2.52123125e+01,-2.64843750e-01
3.55005625e-07,2.52036875e+01,-3.56250000e-01
3.55165625e-07,2.51943437e+01,-3.80468750e-01
3.55325625e-07,2.51835625e+01,-2.68750000e-01
3.55485625e-07,2.51735000e+01,-2.11718750e-01
3.55645625e-07,2.51648750e+01,-2.52343750e-01
3.55805625e-07,2.51584062e+01,-2.92968750e-01
3.55965625e-07,2.51540937e+01,-2.77343750e-01
3.56125625e-07,2.51533750e+01,-2.25781250e-01
3.56285625e-07,2.51548125e+01,-2.11718750e-01
3.56445625e-07,2.51591250e+01,-2.25781250e-01
3.56605625e-07,2.51641562e+01,-2.93750000e-01
3.56765625e-07,2.51699062e+01,-3.70312500e-01
3.56925625e-07,2.51756562e+01,-3.97656250e-01
3.57085625e-07,2.51814062e+01,-3.43750000e-01
3.57245625e-07,2.51885937e+01,-2.76562500e-01
3.57405625e-07,2.51957812e+01,-3.06250000e-01
3.57565625e-07,2.52044062e+01,-3.03125000e-01
3.57725625e-07,2.52137500e+01,-2.14843750e-01
3.57885625e-07,2.52245312e+01,-1.69531250e-01
3.58045625e-07,2.52367500e+01,-2.25000000e-01
3.58205625e-07,2.52489687e+01,-2.64062500e-01
3.58365625e-07,2.52611875e+01,-2.46093750e-01
3.58525625e-07,2.52726875e+01,-2.42968750e-01
3.58685625e-07,2.52813125e+01,-2.88281250e-01
3.58845625e-07,2.52885000e+01,-3.75000000e-01
3.59005625e-07,2.52928125e+01,-4.14062500e-01
3.59165625e-07,2.52949687e+01,-3.64843750e-01
3.59325625e-07,2.52942500e+01,-3.29687500e-01
3.59485625e-07,2.52928125e+01,-3.17968750e-01
3.59645625e-07,2.52892187e+01,-2.60937500e-01
3.59805625e-07,2.52856250e+01,-2.32812500e-01
3.59965625e-07,2.52820312e+01,-2.92968750e-01
3.60125625e-07,2.52805937e+01,-4.27343750e-01
3.60285625e-07,2.52805937e+01,-4.11718750e-01
3.60445625e-07,2.52820312e+01,-2.65625000e-01
3.60605625e-07,2.52863438e+01,-2.21093750e-01
3.60765625e-07,2.52928125e+01,-2.38281250e-01
3.60925625e-07,2.53007187e+01,-2.89062500e-01
3.61085625e-07,2.53100625e+01,-3.28125000e-01
3.61245625e-07,2.53194063e+01,-3.21875000e-01
3.61405625e-07,2.53280312e+01,-3.02343750e-01
3.61565625e-07,2.53359375e+01,-2.96875000e-01
3.61725625e-07,2.53424062e+01,-2.88281250e-01
3.61885625e-07,2.53467188e+01,-3.02343750e-01
3.62045625e-07,2.53503125e+01,-3.03906250e-01
3.62205625e-07,2.53517500e+01,-2.80468750e-01
3.62365625e-07,2.53531875e+01,-2.62500000e-01
3.62525625e-07,2.53531875e+01,-2.95312500e-01
3.62685625e-07,2.53531875e+01,-3.78906250e-01
3.62845625e-07,2.53531875e+01,-3.91406250e-01
3.63005625e-07,2.53531875e+01,-3.16406250e-01
3.63165625e-07,2.53539062e+01,-3.00781250e-01
3.63325625e-07,2.53539062e+01,-2.53125000e-01
3.63485625e-07,2.53546250e+01,-1.67968750e-01
3.63645625e-07,2.53546250e+01,-2.25000000e-01
3.63805625e-07,2.53539062e+01,-3.25000000e-01
3.63965625e-07,2.53524687e+01,-3.11718750e-01
3.64125625e-07,2.53503125e+01,-1.96093750e-01
3.64285625e-07,2.53460000e+01,-1.54687500e-01
3.64445625e-07,2.53402500e+01,-2.10156250e-01
3.64605625e-07,2.53330625e+01,-2.76562500e-01
3.64765625e-07,2.53244375e+01,-2.48437500e-01
3.64925625e-07,2.53143750e+01,-1.38281250e-01
3.65085625e-07,2.53028750e+01,-1.32031250e-01
3.65245625e-07,2.52906562e+01,-2.65625000e-01
3.65405625e-07,2.52784375e+01,-3.56250000e-01
3.65565625e-07,2.52662188e+01,-2.79687500e-01
3.65725625e-07,2.52547187e+01,-1.85156250e-01
3.65885625e-07,2.52439375e+01,-1.29687500e-01
3.66045625e-07,2.52331563e+01,-1.71875000e-01
3.66205625e-07,2.52238125e+01,-2.19531250e-01
3.66365625e-07,2.52144687e+01,-1.98437500e-01
3.66525625e-07,2.52051250e+01,-2.16406250e-01
3.66685625e-07,2.51965000e+01,-2.60937500e-01
3.66845625e-07,2.51878750e+01,-3.21875000e-01
3.67005625e-07,2.51806875e+01,-2.71875000e-01
3.67165625e-07,2.51742187e+01,-2.20312500e-01
3.67325625e-07,2.51713437e+01,-2.68750000e-01
3.67485625e-07,2.51706250e+01,-3.35937500e-01
3.67645625e-07,2.51720625e+01,-3.53125000e-01
3.67805625e-07,2.51763750e+01,-2.63281250e-01
3.67965625e-07,2.51814062e+01,-2.04687500e-01
3.68125625e-07,2.51871562e+01,-2.39062500e-01
3.68285625e-07,2.51929063e+01,-2.53125000e-01
3.68445625e-07,2.51965000e+01,-2.07812500e-01
3.68605625e-07,2.51979375e+01,-2.35937500e-01
3.68765625e-07,2.51979375e+01,-3.16406250e-01
3.68925625e-07,2.51965000e+01,-2.99218750e-01
3.69085625e-07,2.51950625e+01,-2.39843750e-01
3.69245625e-07,2.51929063e+01,-2.10156250e-01
3.69405625e-07,2.51914687e+01,-2.46093750e-01
3.69565625e-07,2.51914687e+01,-3.00781250e-01
3.69725625e-07,2.51921875e+01,-2.85937500e-01
3.69885625e-07,2.51936250e+01,-2.33593750e-01
3.70045625e-07,2.51957812e+01,-2.17968750e-01
3.70205625e-07,2.51972187e+01,-2.40625000e-01
3.70365625e-07,2.51993750e+01,-2.99218750e-01
3.70525625e-07,2.52008125e+01,-3.02343750e-01
3.70685625e-07,2.52022500e+01,-2.40625000e-01
3.70845625e-07,2.52044062e+01,-2.29687500e-01
3.71005625e-07,2.52080000e+01,-2.37500000e-01
3.71165625e-07,2.52130313e+01,-2.89843750e-01
3.71325625e-07,2.52202188e+01,-3.46093750e-01
3.71485625e-07,2.52295625e+01,-2.78125000e-01
3.71645625e-07,2.52403438e+01,-1.46093750e-01
3.71805625e-07,2.52518437e+01,-1.37500000e-01
3.71965625e-07,2.52633437e+01,-2.10156250e-01
3.72125625e-07,2.52755625e+01,-2.91406250e-01
3.72285625e-07,2.52856250e+01,-4.09375000e-01
3.72445625e-07,2.52949687e+01,-4.08593750e-01
3.72605625e-07,2.53021562e+01,-2.77343750e-01
3.72765625e-07,2.53079062e+01,-1.96875000e-01
3.72925625e-07,2.53136562e+01,-2.67187500e-01
3.73085625e-07,2.53186875e+01,-3.16406250e-01
3.73245625e-07,2.53237187e+01,-2.55468750e-01
3.73405625e-07,2.53294687e+01,-2.33593750e-01
3.73565625e-07,2.53366562e+01,-2.60937500e-01
3.73725625e-07,2.53460000e+01,-2.13281250e-01
3.73885625e-07,2.53567812e+01,-1.58593750e-01
3.74045625e-07,2.53690000e+01,-2.03906250e-01
3.74205625e-07,2.53812187e+01,-2.85156250e-01
3.74365625e-07,2.53934375e+01,-3.14062500e-01
3.74525625e-07,2.54056562e+01,-2.42968750e-01
3.74685625e-07,2.54157187e+01,-1.25000000e-01
3.74845625e-07,2.54236250e+01,-1.39843750e-01
3.75005625e-07,2.54293750e+01,-2.13281250e-01
3.75165625e-07,2.54336875e+01,-2.34375000e-01
3.75325625e-07,2.54358437e+01,-2.32812500e-01
3.75485625e-07,2.54372812e+01,-2.42187500e-01
3.75645625e-07,2.54372812e+01,-2.26562500e-01
3.75805625e-07,2.54372812e+01,-1.94531250e-01
3.75965625e-07,2.54358437e+01,-2.80468750e-01
3.76125625e-07,2.54351250e+01,-3.54687500e-01
3.76285625e-07,2.54336875e+01,-3.08593750e-01
3.76445625e-07,2.54315312e+01,-2.36718750e-01
3.76605625e-07,2.54286562e+01,-2.66406250e-01
3.76765625e-07,2.54243437e+01,-2.84375000e-01
3.76925625e-07,2.54185937e+01,-2.51562500e-01
3.77085625e-07,2.54106875e+01,-2.85937500e-01
3.77245625e-07,2.54013437e+01,-3.34375000e-01
3.77405625e-07,2.53905625e+01,-3.35156250e-01
3.77565625e-07,2.53790625e+01,-2.56250000e-01
3.77725625e-07,2.53668437e+01,-2.20312500e-01
3.77885625e-07,2.53539062e+01,-2.99218750e-01
3.78045625e-07,2.53424062e+01,-3.42187500e-01
3.78205625e-07,2.53309062e+01,-2.56250000e-01
3.78365625e-07,2.53201250e+01,-1.55468750e-01
3.78525625e-07,2.53100625e+01,-2.28906250e-01
3.78685625e-07,2.53000000e+01,-3.34375000e-01
3.78845625e-07,2.52892187e+01,-2.89843750e-01
3.79005625e-07,2.52784375e+01,-2.40625000e-01
3.79165625e-07,2.52669375e+01,-2.78125000e-01
3.79325625e-07,2.52547187e+01,-2.78125000e-01
3.79485625e-07,2.52425000e+01,-2.30468750e-01
3.79645625e-07,2.52295625e+01,-2.14843750e-01
3.79805625e-07,2.52173437e+01,-2.07812500e-01
3.79965625e-07,2.52065625e+01,-1.89843750e-01
3.80125625e-07,2.51972187e+01,-1.67968750e-01
3.80285625e-07,2.51900312e+01,-1.56250000e-01
3.80445625e-07,2.51850000e+01,-1.99218750e-01
3.80605625e-07,2.51821250e+01,-3.67187500e-01
3.80765625e-07,2.51806875e+01,-4.03906250e-01
3.80925625e-07,2.51799688e+01,-2.15625000e-01
3.81085625e-07,2.51792500e+01,-1.11718750e-01
3.81245625e-07,2.51770937e+01,-1.74218750e-01
3.81405625e-07,2.51742187e+01,-2.90625000e-01
3.81565625e-07,2.51699062e+01,-3.27343750e-01
3.81725625e-07,2.51641562e+01,-2.88281250e-01
3.81885625e-07,2.51598438e+01,-2.24218750e-01
3.82045625e-07,2.51562500e+01,-1.89843750e-01
3.82205625e-07,2.51548125e+01,-2.14843750e-01
3.82365625e-07,2.51569687e+01,-2.37500000e-01
3.82525625e-07,2.51634375e+01,-2.46875000e-01
3.82685625e-07,2.51742187e+01,-2.47656250e-01
3.82845625e-07,2.51878750e+01,-2.53125000e-01
3.83005625e-07,2.52051250e+01,-3.19531250e-01
3.83165625e-07,2.52230937e+01,-3.75000000e-01
3.83325625e-07,2.52410625e+01,-3.60937500e-01
3.83485625e-07,2.52583125e+01,-2.75000000e-01
3.83645625e-07,2.52734063e+01,-2.11718750e-01
3.83805625e-07,2.52849062e+01,-2.28125000e-01
3.83965625e-07,2.52942500e+01,-2.92187500e-01
3.84125625e-07,2.53000000e+01,-3.21875000e-01
3.84285625e-07,2.53035937e+01,-2.96875000e-01
3.84445625e-07,2.53043125e+01,-2.82031250e-01
3.84605625e-07,2.53043125e+01,-2.47656250e-01
3.84765625e-07,2.53028750e+01,-2.64062500e-01
3.84925625e-07,2.53028750e+01,-2.76562500e-01
3.85085625e-07,2.53035937e+01,-2.12500000e-01
3.85245625e-07,2.53057500e+01,-1.64062500e-01
3.85405625e-07,2.53107812e+01,-2.07031250e-01
3.85565625e-07,2.53165312e+01,-3.18750000e-01
3.85725625e-07,2.53244375e+01,-3.85156250e-01
3.85885625e-07,2.53316250e+01,-2.75000000e-01
3.86045625e-07,2.53388125e+01,-1.20312500e-01
3.86205625e-07,2.53445625e+01,-1.40625000e-01
3.86365625e-07,2.53481562e+01,-2.35156250e-01
3.86525625e-07,2.53503125e+01,-3.03906250e-01
3.86685625e-07,2.53503125e+01,-2.68750000e-01
3.86845625e-07,2.53495937e+01,-2.37500000e-01
3.87005625e-07,2.53488750e+01,-3.08593750e-01
3.87165625e-07,2.53495937e+01,-3.20312500e-01
3.87325625e-07,2.53517500e+01,-2.84375000e-01
3.87485625e-07,2.53553437e+01,-2.34375000e-01
3.87645625e-07,2.53618125e+01,-1.78906250e-01
3.87805625e-07,2.53682812e+01,-1.35156250e-01
3.87965625e-07,2.53754687e+01,-1.13281250e-01
3.88125625e-07,2.53812187e+01,-1.72656250e-01
3.88285625e-07,2.53855312e+01,-2.86718750e-01
3.88445625e-07,2.53869687e+01,-3.55468750e-01
3.88605625e-07,2.53848125e+01,-3.56250000e-01
3.88765625e-07,2.53790625e+01,-3.20312500e-01
3.88925625e-07,2.53704375e+01,-2.83593750e-01
3.89085625e-07,2.53589375e+01,-3.02343750e-01
3.89245625e-07,2.53452812e+01,-3.25781250e-01
3.89405625e-07,2.53309062e+01,-2.49218750e-01
3.89565625e-07,2.53172500e+01,-2.10156250e-01
3.89725625e-07,2.53035937e+01,-2.67968750e-01
3.89885625e-07,2.52913750e+01,-3.50781250e-01
3.90045625e-07,2.52798750e+01,-3.21093750e-01
3.90205625e-07,2.52712500e+01,-1.41406250e-01
3.90365625e-07,2.52640625e+01,-5.23437500e-02
3.90525625e-07,2.52583125e+01,-1.03906250e-01
3.90685625e-07,2.52547187e+01,-1.80468750e-01
3.90845625e-07,2.52518437e+01,-2.63281250e-01
3.91005625e-07,2.52482500e+01,-2.96093750e-01
3.91165625e-07,2.52446562e+01,-2.78125000e-01
3.91325625e-07,2.52389062e+01,-2.52343750e-01
3.91485625e-07,2.52310000e+01,-2.35156250e-01
3.91645625e-07,2.52216562e+01,-2.57812500e-01
3.91805625e-07,2.52094375e+01,-2.69531250e-01
3.91965625e-07,2.51957812e+01,-2.65625000e-01
3.92125625e-07,2.51806875e+01,-2.26562500e-01
3.92285625e-07,2.51655937e+01,-1.70312500e-01
3.92445625e-07,2.51519375e+01,-2.07031250e-01
3.92605625e-07,2.51404375e+01,-3.04687500e-01
3.92765625e-07,2.51310937e+01,-3.25781250e-01
3.92925625e-07,2.51246250e+01,-2.23437500e-01
3.93085625e-07,2.51210312e+01,-1.81250000e-01
3.93245625e-07,2.51210312e+01,-2.60937500e-01
3.93405625e-07,2.51246250e+01,-3.37500000e-01
3.93565625e-07,2.51296562e+01,-3.14843750e-01
3.93725625e-07,2.51375625e+01,-2.29687500e-01
3.93885625e-07,2.51447500e+01,-1.89843750e-01
3.94045625e-07,2.51526562e+01,-1.83593750e-01
3.94205625e-07,2.51598438e+01,-2.21875000e-01
3.94365625e-07,2.51648750e+01,-2.61718750e-01
3.94525625e-07,2.51677500e+01,-2.68750000e-01
3.94685625e-07,2.51677500e+01,-2.67968750e-01
3.94845625e-07,2.51663125e+01,-2.95312500e-01
3.95005625e-07,2.51627187e+01,-3.19531250e-01
3.95165625e-07,2.51576875e+01,-3.01562500e-01
3.95325625e-07,2.51526562e+01,-2.66406250e-01
3.95485625e-07,2.51469063e+01,-2.10937500e-01
3.95645625e-07,2.51425937e+01,-2.79687500e-01
3.95805625e-07,2.51382812e+01,-3.53125000e-01
3.95965625e-07,2.51346875e+01,-3.15625000e-01
3.96125625e-07,2.51310937e+01,-2.96093750e-01
3.96285625e-07,2.51289375e+01,-2.84375000e-01
3.96445625e-07,2.51260625e+01,-2.92968750e-01
3.96605625e-07,2.51246250e+01,-2.77343750e-01
3.96765625e-07,2.51231875e+01,-2.42187500e-01
3.96925625e-07,2.51217500e+01,-2.14843750e-01
3.97085625e-07,2.51217500e+01,-2.38281250e-01
3.97245625e-07,2.51217500e+01,-2.95312500e-01
3.97405625e-07,2.51231875e+01,-3.15625000e-01
3.97565625e-07,2.51260625e+01,-2.96093750e-01
3.97725625e-07,2.51296562e+01,-2.90625000e-01
3.97885625e-07,2.51361250e+01,-2.71875000e-01
3.98045625e-07,2.51447500e+01,-1.85937500e-01
3.98205625e-07,2.51548125e+01,-1.95312500e-01
3.98365625e-07,2.51670313e+01,-2.98437500e-01
3.98525625e-07,2.51799688e+01,-3.25000000e-01
3.98685625e-07,2.51936250e+01,-2.75781250e-01
3.98845625e-07,2.52058437e+01,-2.42968750e-01
3.99005625e-07,2.52166250e+01,-1.84375000e-01
3.99165625e-07,2.52259687e+01,-1.50000000e-01
3.99325625e-07,2.52324375e+01,-2.58593750e-01
3.99485625e-07,2.52367500e+01,-3.53125000e-01
3.99645625e-07,2.52403438e+01,-2.90625000e-01
3.99805625e-07,2.52417812e+01,-2.00000000e-01
3.99965625e-07,2.52439375e+01,-1.92968750e-01
4.00125625e-07,2.52460938e+01,-2.14062500e-01
4.00285625e-07,2.52482500e+01,-1.91406250e-01
4.00445625e-07,2.52518437e+01,-2.06250000e-01
4.00605625e-07,2.52554375e+01,-2.27343750e-01
4.00765625e-07,2.52604687e+01,-2.10156250e-01
4.00925625e-07,2.52647812e+01,-2.67187500e-01
4.01085625e-07,2.52683750e+01,-2.69531250e-01
4.01245625e-07,2.52712500e+01,-2.31250000e-01
4.01405625e-07,2.52726875e+01,-2.53906250e-01
4.01565625e-07,2.52726875e+01,-2.58593750e-01
4.01725625e-07,2.52705312e+01,-2.02343750e-01
4.01885625e-07,2.52676562e+01,-1.91406250e-01
4.02045625e-07,2.52633437e+01,-2.67187500e-01
4.02205625e-07,2.52575937e+01,-2.75781250e-01
4.02365625e-07,2.52511250e+01,-2.42968750e-01
4.02525625e-07,2.52439375e+01,-2.65625000e-01
4.02685625e-07,2.52360312e+01,-2.89062500e-01
4.02845625e-07,2.52281250e+01,-2.85156250e-01
4.03005625e-07,2.52202188e+01,-3.03906250e-01
4.03165625e-07,2.52137500e+01,-2.46093750e-01
4.03325625e-07,2.52072812e+01,-2.00781250e-01
4.03485625e-07,2.52022500e+01,-2.85937500e-01
4.03645625e-07,2.51986562e+01,-3.15625000e-01
4.03805625e-07,2.51957812e+01,-2.07031250e-01
4.03965625e-07,2.51936250e+01,-7.81250000e-02
4.04125625e-07,2.51921875e+01,-1.02343750e-01
4.04285625e-07,2.51914687e+01,-2.61718750e-01
4.04445625e-07,2.51907500e+01,-3.21093750e-01
4.04605625e-07,2.51893125e+01,-2.71093750e-01
4.04765625e-07,2.51885937e+01,-2.63281250e-01
4.04925625e-07,2.51871562e+01,-2.58593750e-01
4.05085625e-07,2.51857187e+01,-2.37500000e-01
4.05245625e-07,2.51850000e+01,-2.39843750e-01
4.05405625e-07,2.51835625e+01,-2.71093750e-01
4.05565625e-07,2.51828437e+01,-2.82031250e-01
4.05725625e-07,2.51828437e+01,-2.67187500e-01
4.05885625e-07,2.51821250e+01,-2.46875000e-01
4.06045625e-07,2.51806875e+01,-2.82812500e-01
4.06205625e-07,2.51778125e+01,-3.36718750e-01
4.06365625e-07,2.51749375e+01,-2.25000000e-01
4.06525625e-07,2.51713437e+01,-1.26562500e-01
4.06685625e-07,2.51677500e+01,-1.75781250e-01
4.06845625e-07,2.51634375e+01,-2.21875000e-01
4.07005625e-07,2.51591250e+01,-2.60156250e-01
4.07165625e-07,2.51562500e+01,-2.70312500e-01
4.07325625e-07,2.51526562e+01,-3.34375000e-01
4.07485625e-07,2.51505000e+01,-3.78906250e-01
4.07645625e-07,2.51483437e+01,-3.36718750e-01
4.07805625e-07,2.51461875e+01,-2.95312500e-01
4.07965625e-07,2.51447500e+01,-2.57812500e-01
4.08125625e-07,2.51425937e+01,-2.75000000e-01
4.08285625e-07,2.51411562e+01,-2.80468750e-01
4.08445625e-07,2.51397188e+01,-2.03906250e-01
4.08605625e-07,2.51390000e+01,-1.16406250e-01
4.08765625e-07,2.51397188e+01,-1.00781250e-01
4.08925625e-07,2.51411562e+01,-1.71875000e-01
4.09085625e-07,2.51440312e+01,-2.67187500e-01
4.09245625e-07,2.51469063e+01,-3.31250000e-01
4.09405625e-07,2.51519375e+01,-3.53125000e-01
4.09565625e-07,2.51576875e+01,-2.88281250e-01
4.09725625e-07,2.51627187e+01,-2.36718750e-01
4.09885625e-07,2.51677500e+01,-2.10937500e-01
4.10045625e-07,2.51720625e+01,-1.73437500e-01
4.10205625e-07,2.51749375e+01,-2.29687500e-01
4.10365625e-07,2.51763750e+01,-3.16406250e-01
4.10525625e-07,2.51763750e+01,-3.23437500e-01
4.10685625e-07,2.51756562e+01,-2.99218750e-01
4.10845625e-07,2.51742187e+01,-2.83593750e-01
4.11005625e-07,2.51727812e+01,-2.01562500e-01
4.11165625e-07,2.51713437e+01,-1.65625000e-01
4.11325625e-07,2.51706250e+01,-2.12500000e-01
4.11485625e-07,2.51713437e+01,-2.17187500e-01
4.11645625e-07,2.51735000e+01,-2.29687500e-01
4.11805625e-07,2.51763750e+01,-2.65625000e-01
4.11965625e-07,2.51806875e+01,-2.14062500e-01
4.12125625e-07,2.51864375e+01,-1.75781250e-01
4.12285625e-07,2.51929063e+01,-2.11718750e-01
4.12445625e-07,2.52008125e+01,-2.19531250e-01
4.12605625e-07,2.52087187e+01,-2.07031250e-01
4.12765625e-07,2.52173437e+01,-1.64062500e-01
4.12925625e-07,2.52252500e+01,-8.51562500e-02
4.13085625e-07,2.52317187e+01,-1.14062500e-01
4.13245625e-07,2.52374687e+01,-2.05468750e-01
4.13405625e-07,2.52410625e+01,-2.26562500e-01
4.13565625e-07,2.52432187e+01,-2.25000000e-01
4.13725625e-07,2.52446562e+01,-2.22656250e-01
4.13885625e-07,2.52453750e+01,-1.92187500e-01
4.14045625e-07,2.52460938e+01,-8.51562500e-02
4.14205625e-07,2.52475312e+01,-6.64062500e-02
4.14365625e-07,2.52511250e+01,-1.67187500e-01
4.14525625e-07,2.52554375e+01,-1.67968750e-01
4.14685625e-07,2.52611875e+01,-1.21093750e-01
4.14845625e-07,2.52683750e+01,-1.66406250e-01
4.15005625e-07,2.52755625e+01,-2.43750000e-01
4.15165625e-07,2.52834687e+01,-2.82031250e-01
4.15325625e-07,2.52906562e+01,-2.91406250e-01
4.15485625e-07,2.52956875e+01,-2.48437500e-01
4.15645625e-07,2.53000000e+01,-1.81250000e-01
4.15805625e-07,2.53028750e+01,-1.48437500e-01
4.15965625e-07,2.53035937e+01,-1.43750000e-01
4.16125625e-07,2.53028750e+01,-1.92187500e-01
4.16285625e-07,2.53000000e+01,-2.55468750e-01
4.16445625e-07,2.52942500e+01,-2.96875000e-01
4.16605625e-07,2.52863438e+01,-2.99218750e-01
4.16765625e-07,2.52762812e+01,-3.12500000e-01
4.16925625e-07,2.52647812e+01,-3.16406250e-01
4.17085625e-07,2.52525625e+01,-2.78125000e-01
4.17245625e-07,2.52410625e+01,-2.78125000e-01
4.17405625e-07,2.52302812e+01,-2.99218750e-01
4.17565625e-07,2.52209375e+01,-2.85156250e-01
4.17725625e-07,2.52144687e+01,-2.28906250e-01
4.17885625e-07,2.52094375e+01,-1.98437500e-01
4.18045625e-07,2.52058437e+01,-2.37500000e-01
4.18205625e-07,2.52036875e+01,-2.67187500e-01
4.18365625e-07,2.52022500e+01,-2.45312500e-01
4.18525625e-07,2.52008125e+01,-2.07812500e-01
4.18685625e-07,2.52000938e+01,-1.39843750e-01
4.18845625e-07,2.51993750e+01,-8.90625000e-02
4.19005625e-07,2.51972187e+01,-1.00781250e-01
4.19165625e-07,2.51957812e+01,-1.84375000e-01
4.19325625e-07,2.51943437e+01,-3.42187500e-01
4.19485625e-07,2.51914687e+01,-3.46093750e-01
4.19645625e-07,2.51878750e+01,-2.04687500e-01
4.19805625e-07,2.51835625e+01,-1.39062500e-01
4.19965625e-07,2.51785312e+01,-2.16406250e-01
4.20125625e-07,2.51727812e+01,-2.82031250e-01
4.20285625e-07,2.51670313e+01,-1.67968750e-01
4.20445625e-07,2.51612812e+01,-1.46093750e-01
4.20605625e-07,2.51555312e+01,-2.46875000e-01
4.20765625e-07,2.51512187e+01,-3.04687500e-01
4.20925625e-07,2.51483437e+01,-3.10937500e-01
4.21085625e-07,2.51461875e+01,-2.75781250e-01
4.21245625e-07,2.51454687e+01,-2.68750000e-01
4.21405625e-07,2.51447500e+01,-2.75781250e-01
4.21565625e-07,2.51454687e+01,-2.16406250e-01
4.21725625e-07,2.51447500e+01,-1.64062500e-01
4.21885625e-07,2.51447500e+01,-1.60937500e-01
4.22045625e-07,2.51440312e+01,-1.85156250e-01
4.22205625e-07,2.51425937e+01,-2.01562500e-01
4.22365625e-07,2.51418750e+01,-2.17187500e-01
4.22525625e-07,2.51404375e+01,-1.60937500e-01
4.22685625e-07,2.51390000e+01,-1.33593750e-01
4.22845625e-07,2.51390000e+01,-1.70312500e-01
4.23005625e-07,2.51397188e+01,-2.00000000e-01
4.23165625e-07,2.51425937e+01,-2.32812500e-01
4.23325625e-07,2.51469063e+01,-2.39062500e-01
4.23485625e-07,2.51526562e+01,-2.01562500e-01
4.23645625e-07,2.51598438e+01,-1.40625000e-01
4.23805625e-07,2.51677500e+01,-1.29687500e-01
4.23965625e-07,2.51749375e+01,-1.69531250e-01
4.24125625e-07,2.51814062e+01,-1.92187500e-01
4.24285625e-07,2.51871562e+01,-2.18750000e-01
4.24445625e-07,2.51907500e+01,-2.85156250e-01
4.24605625e-07,2.51936250e+01,-3.39843750e-01
4.24765625e-07,2.51965000e+01,-2.83593750e-01
4.24925625e-07,2.51986562e+01,-2.24218750e-01
4.25085625e-07,2.52022500e+01,-2.70312500e-01
4.25245625e-07,2.52072812e+01,-3.21875000e-01
4.25405625e-07,2.52144687e+01,-3.21093750e-01
4.25565625e-07,2.52238125e+01,-2.70312500e-01
4.25725625e-07,2.52338750e+01,-2.38281250e-01
4.25885625e-07,2.52446562e+01,-2.65625000e-01
4.26045625e-07,2.52540000e+01,-3.32812500e-01
4.26205625e-07,2.52626250e+01,-3.42187500e-01
4.26365625e-07,2.52683750e+01,-3.08593750e-01
